label,scenario,rep,http_status,incomplete,first_skill,skills_loaded,tool_calls,api_calls,input_tokens,cache_read_tokens,output_tokens,wall_seconds
scoped-all-shipped,pdb-probes,3,200,False,gke-reliability,gke-reliability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,35490,276046,1252,88.74
scoped-all-shipped,pod-403-gcs,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,18364,277376,1435,171.17
scoped-all-shipped,pod-403-gcs,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,11745,277376,640,46.28
scoped-all-shipped,pod-403-gcs,3,200,False,,,terminal terminal terminal terminal terminal terminal,7,5237,194746,1723,46.25
scoped-all-shipped,pod-ip-exhaustion,1,200,False,gke-networking,gke-networking,skill_view tool_describe terminal terminal terminal terminal tool_call terminal terminal terminal,9,38671,249227,3514,69.12
scoped-all-shipped,pod-ip-exhaustion,2,200,False,gke-networking,gke-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,34084,276817,1034,72.49
scoped-all-shipped,pod-ip-exhaustion,3,200,False,gke-networking,gke-networking,skill_view tool_describe terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,40452,276817,1812,267.19
scoped-all-shipped,prometheus-alerts,1,200,False,gke-observability,gke-observability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,38230,275998,971,88.08
scoped-all-shipped,prometheus-alerts,2,200,False,gke-observability,gke-observability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,42802,275998,1323,74.64
scoped-all-shipped,prometheus-alerts,3,200,False,gke-observability,gke-observability,terminal terminal terminal terminal terminal terminal terminal terminal skill_view terminal,10,14765,277006,675,58.53
scoped-all-shipped,pvc-pending,1,200,False,,,terminal terminal terminal terminal terminal terminal tool_search,8,6596,222164,2149,68.44
scoped-all-shipped,pvc-pending,2,200,False,,,terminal terminal terminal terminal,5,2918,139394,716,20.14
scoped-all-shipped,pvc-pending,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,11277,277344,1941,51.8
scoped-all-shipped,tpu-vbar,1,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,29970,276820,762,76.24
scoped-all-shipped,tpu-vbar,2,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,58636,276820,1195,82.32
scoped-all-shipped,tpu-vbar,3,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,30222,277020,643,98.12
scoped-all-shipped,upgrade-plan,1,200,False,gke-upgrades,gke-upgrades,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,60235,276132,1433,81.56
scoped-all-shipped,upgrade-plan,2,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,153513,277074,1931,115.27
scoped-all-shipped,upgrade-plan,3,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,65096,276132,1118,65.46
scoped-all-shipped,vllm-l4,1,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,48491,276111,1187,84.06
scoped-all-shipped,vllm-l4,2,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,35923,276111,986,82.35
scoped-all-shipped,vllm-l4,3,200,False,gke-inference,gke-inference gke-manifest-generation,skill_view skill_view terminal terminal terminal terminal kanban_heartbeat terminal terminal,9,56946,248772,3701,77.63
stock-grown,control-capabilities,1,200,False,,,,1,0,30426,1155,13.93
stock-grown,control-capabilities,2,200,False,,,,1,0,30426,1006,9.63
stock-grown,control-capabilities,3,200,False,,,,1,0,30453,1019,15.48
stock-grown,control-list-nodes,1,200,False,,,terminal,2,233,60852,1177,16.79
stock-grown,control-list-nodes,2,200,False,,,terminal,2,217,60852,931,12.25
stock-grown,control-list-nodes,3,200,False,,,terminal,2,483,60906,1114,15.59
stock-grown,crashloop,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,12583,303476,1099,98.15
stock-grown,crashloop,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,10350,304066,532,175.15
stock-grown,crashloop,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,3504,304066,767,45.92
stock-grown,cut-the-bill,1,200,False,gke-cost-optimization,gke-cost-optimization,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,65945,303431,1383,76.63
stock-grown,cut-the-bill,2,200,False,gke-cost-optimization,gke-cost-optimization,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,42064,304021,975,231.06
stock-grown,cut-the-bill,3,200,False,gke-cost-optimization,gke-cost-optimization,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,47158,304052,1036,73.47
stock-grown,daily-backups,1,200,False,gke-backup-dr,gke-backup-dr,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,16475,303758,1274,67.76
stock-grown,daily-backups,2,200,False,gke-backup-dr,gke-backup-dr,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,16761,304398,885,80.77
stock-grown,daily-backups,3,200,False,gke-backup-dr,gke-backup-dr,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,21975,304068,2073,165.54
stock-grown,fleet-behind-channel,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal,9,29704,273376,2592,202.38
stock-grown,fleet-behind-channel,2,200,False,,,terminal terminal terminal terminal terminal,6,5751,182458,3936,73.35
stock-grown,fleet-behind-channel,3,200,False,,,terminal terminal tool_describe tool_describe tool_describe tool_call tool_call execute_code execute_code execute_code,10,49530,304054,12210,189.12
stock-grown,gitops-pr,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,10713,303762,1112,58.38
stock-grown,gitops-pr,2,200,False,submit-suggestion,submit-suggestion,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,39921,304072,918,76.39
stock-grown,gitops-pr,3,200,False,submit-suggestion,submit-suggestion,terminal terminal skill_view terminal terminal terminal terminal terminal terminal terminal,10,43311,304072,505,89.51
stock-grown,harden-cluster,1,200,False,gke-platform-security,gke-platform-security,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,27803,303760,3101,78.51
stock-grown,harden-cluster,2,200,False,gke-platform-security,gke-platform-security,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,40204,304400,2643,95.97
stock-grown,harden-cluster,3,200,False,gke-platform-security,gke-platform-security,terminal terminal terminal terminal tool_search skill_view tool_describe tool_describe tool_describe tool_describe,10,14584,304070,1889,72.01
stock-grown,hpa,1,200,False,,,terminal terminal terminal terminal terminal terminal kanban_list,8,3287,242808,1779,93.95
stock-grown,hpa,2,200,False,,,terminal terminal terminal terminal terminal,6,1574,182482,1379,30.54
stock-grown,hpa,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal,8,3391,243280,2387,44.27
stock-grown,https-gateway,1,200,False,gke-service-networking,gke-service-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,32853,303438,1263,68.8
stock-grown,https-gateway,2,200,False,gke-service-networking,gke-service-networking,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,22627,304066,677,61.25
stock-grown,https-gateway,3,200,False,,,tool_search terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,30536,304066,1453,96.56
stock-grown,inspect-repo,1,200,False,inspect-repository,inspect-repository,terminal terminal skill_view terminal terminal terminal terminal terminal,9,35390,273671,1796,341.75
stock-grown,inspect-repo,2,200,False,inspect-repository,inspect-repository,skill_view terminal terminal terminal terminal terminal terminal terminal,9,18739,273671,1202,68.19
stock-grown,inspect-repo,3,200,False,inspect-repository,inspect-repository,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,20207,304070,1223,82.77
stock-grown,manifest-go-api,1,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal,10,47461,303796,3242,84.01
stock-grown,manifest-go-api,2,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation,skill_view skill_view,3,7999,91412,4289,44.29
stock-grown,manifest-go-api,3,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation submit-suggestion,skill_view skill_view terminal write_file terminal skill_view terminal terminal terminal terminal,10,63968,304106,1987,109.79
stock-grown,namespace-cost,1,200,False,gke-cost-analysis,gke-cost-analysis,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,30339,303472,1211,143.84
stock-grown,namespace-cost,2,200,False,gke-cost-analysis,gke-cost-analysis,skill_view terminal terminal terminal terminal terminal terminal terminal kanban_complete terminal,10,25400,304062,1286,142.26
stock-grown,namespace-cost,3,200,False,gke-cost-analysis,gke-cost-analysis,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,27409,304062,696,196.24
stock-grown,nodepool-no-scaleup,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,20954,303488,1123,126.62
stock-grown,nodepool-no-scaleup,2,200,False,gke-autoscaler-diagnostics,gke-autoscaler-diagnostics,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,15899,304078,1058,82.25
stock-grown,nodepool-no-scaleup,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,5106,304078,820,66.29
stock-grown,pdb-probes,1,200,False,,,terminal terminal terminal terminal,5,1923,151772,1960,31.46
stock-grown,pdb-probes,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,13517,304062,1050,81.39
stock-grown,pdb-probes,3,200,False,,,terminal terminal terminal terminal,5,3075,152067,1890,39.24
stock-grown,pod-403-gcs,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,5639,303774,886,59.05
stock-grown,pod-403-gcs,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,22709,304414,808,59.93
stock-grown,pod-403-gcs,3,200,False,,,terminal terminal terminal,4,497,121690,2189,29.2
stock-grown,pod-ip-exhaustion,1,200,False,,,tool_call terminal terminal terminal terminal terminal,7,13497,212464,2698,70.75
stock-grown,pod-ip-exhaustion,2,200,False,,,terminal tool_search tool_describe tool_call terminal terminal terminal terminal terminal terminal,10,18707,304074,1414,128.4
stock-grown,pod-ip-exhaustion,3,200,False,,,tool_search tool_describe tool_call,4,3544,121680,2553,45.09
stock-grown,prometheus-alerts,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,5196,303752,1367,58.69
stock-grown,prometheus-alerts,2,200,False,gke-observability,gke-observability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,27015,304062,1089,80.71
stock-grown,prometheus-alerts,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,11301,304062,1081,67.56
stock-grown,pvc-pending,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,3983,303506,1665,94.72
stock-grown,pvc-pending,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,3758,304096,1508,95.61
stock-grown,pvc-pending,3,200,False,,,terminal terminal terminal terminal terminal,6,3120,182500,1426,39.43
stock-grown,tpu-vbar,1,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,27280,303720,1211,113.45
stock-grown,tpu-vbar,2,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal kanban_complete kanban_complete terminal,10,130082,304070,1760,77.78
stock-grown,tpu-vbar,3,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,25385,304070,1191,83.03
stock-grown,upgrade-plan,1,200,False,gke-upgrades,gke-upgrades gke-upgrades,list_agents terminal skill_view skill_view terminal terminal terminal terminal terminal terminal,10,61955,303486,1640,69.98
stock-grown,upgrade-plan,2,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal terminal kanban_list terminal terminal terminal terminal terminal,10,64691,304033,987,81.43
stock-grown,upgrade-plan,3,200,False,gke-upgrades,gke-upgrades,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal kanban_block,10,54160,304033,891,95.78
stock-grown,vllm-l4,1,200,False,gke-inference,gke-inference,terminal skill_view terminal terminal terminal terminal,6,12600,182249,3320,72.39
stock-grown,vllm-l4,2,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,26441,304072,1326,92.05
stock-grown,vllm-l4,3,200,False,gke-inference,gke-inference,terminal skill_view terminal terminal terminal,5,9773,152036,1740,90.94
fulldesc-grown,control-capabilities,1,200,False,,,,1,0,38566,1252,15.64
fulldesc-grown,control-capabilities,2,200,False,,,,1,0,38566,887,13.09
fulldesc-grown,control-capabilities,3,200,False,,,,1,0,38599,1015,18.86
fulldesc-grown,control-list-nodes,1,200,False,,,terminal,2,201,77132,743,112.07
fulldesc-grown,control-list-nodes,2,200,False,,,terminal,2,180,77132,550,23.49
fulldesc-grown,control-list-nodes,3,200,False,,,terminal,2,180,77198,994,17.69
fulldesc-grown,crashloop,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,12316,385466,3183,388.87
fulldesc-grown,crashloop,2,200,False,,,terminal terminal terminal terminal terminal terminal,5,2438,192733,2079,227.99
fulldesc-grown,crashloop,3,200,False,,,terminal terminal terminal terminal kanban_list kanban_list terminal terminal terminal terminal,10,8430,385796,1053,211.0
fulldesc-grown,cut-the-bill,1,200,False,gke-cost-analysis,gke-cost-analysis gke-cost-optimization,tool_search skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,45736,385452,1623,478.79
fulldesc-grown,cut-the-bill,2,200,False,gke-cost-optimization,gke-cost-optimization,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,34481,385452,2407,288.06
fulldesc-grown,cut-the-bill,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,6459,385782,849,78.69
fulldesc-grown,daily-backups,1,200,False,gke-backup-dr,gke-backup-dr gcp-config-connector,skill_view terminal terminal terminal terminal terminal terminal terminal terminal skill_view terminal,10,30171,385429,2079,652.34
fulldesc-grown,daily-backups,2,200,False,gke-backup-dr,gke-backup-dr gcp-config-connector,skill_view terminal terminal terminal terminal terminal terminal skill_view terminal terminal,10,24797,385468,1698,325.01
fulldesc-grown,daily-backups,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,15166,385798,1260,67.63
fulldesc-grown,fleet-behind-channel,1,200,False,fleet-upgrade-verification,fleet-upgrade-verification,skill_view terminal kanban_complete terminal,5,30784,192759,2799,147.4
fulldesc-grown,fleet-behind-channel,2,200,False,fleet-upgrade-verification,fleet-upgrade-verification,skill_view terminal,3,13561,115681,3269,35.57
fulldesc-grown,fleet-behind-channel,3,200,False,fleet-upgrade-verification,fleet-upgrade-verification,skill_view terminal kanban_complete,4,22154,154352,1099,42.35
fulldesc-grown,gitops-pr,1,200,False,submit-suggestion,submit-suggestion,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,56223,385431,1031,138.71
fulldesc-grown,gitops-pr,2,200,False,submit-suggestion,submit-suggestion,terminal skill_view terminal terminal terminal terminal terminal terminal terminal kanban_complete terminal,10,114801,385431,1759,109.7
fulldesc-grown,gitops-pr,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,66801,385802,2267,101.18
fulldesc-grown,harden-cluster,1,200,False,gke-platform-security,gke-platform-security,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,31536,385470,2795,129.27
fulldesc-grown,harden-cluster,2,200,False,gke-platform-security,gke-platform-security,terminal tool_search skill_view terminal terminal terminal terminal terminal terminal terminal,10,22750,385470,4528,117.86
fulldesc-grown,harden-cluster,3,200,False,gke-platform-security,gke-platform-security,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,33978,385800,1198,340.96
fulldesc-grown,hpa,1,200,False,,,list_agents terminal terminal terminal terminal terminal terminal tool_search terminal terminal,10,4767,385478,2786,125.26
fulldesc-grown,hpa,2,200,False,submit-suggestion,submit-suggestion gke-workload-scaling,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,127520,385434,1756,105.83
fulldesc-grown,hpa,3,200,False,,,terminal terminal terminal terminal terminal terminal kanban_complete terminal terminal terminal,10,5917,385808,1739,107.58
fulldesc-grown,https-gateway,1,200,False,gke-service-networking,gke-service-networking submit-suggestion,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,60372,385428,1109,197.88
fulldesc-grown,https-gateway,2,200,False,gke-service-networking,gke-service-networking,tool_search skill_view terminal process terminal process terminal process terminal process,10,21260,385466,2169,217.72
fulldesc-grown,https-gateway,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,9061,385796,1285,82.15
fulldesc-grown,inspect-repo,1,200,False,inspect-repository,inspect-repository,skill_view terminal terminal terminal kanban_complete terminal,7,29377,269853,1086,141.16
fulldesc-grown,inspect-repo,2,200,False,inspect-repository,inspect-repository,skill_view terminal terminal terminal kanban_heartbeat terminal terminal,8,37196,308392,1062,81.07
fulldesc-grown,inspect-repo,3,200,False,inspect-repository,inspect-repository,skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,23271,385800,1542,78.14
fulldesc-grown,manifest-go-api,1,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation submit-suggestion,skill_view skill_view terminal skill_view terminal terminal terminal,8,51856,308428,3508,167.92
fulldesc-grown,manifest-go-api,2,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation,skill_view skill_view terminal terminal terminal terminal,7,33406,269889,4764,156.15
fulldesc-grown,manifest-go-api,3,200,False,gke-manifest-generation,gke-manifest-generation gke-manifest-generation submit-suggestion,skill_view skill_view terminal kanban_list skill_view kanban_list terminal terminal terminal kanban_list,10,67727,385836,1766,78.43
fulldesc-grown,namespace-cost,1,200,False,gke-cost-analysis,gke-cost-analysis,skill_view terminal terminal terminal terminal terminal kanban_complete,7,15923,269809,1809,34.88
fulldesc-grown,namespace-cost,2,200,False,gke-cost-analysis,gke-cost-analysis,skill_view terminal terminal terminal terminal kanban_block terminal terminal terminal tool_search,10,25897,385462,883,58.3
fulldesc-grown,namespace-cost,3,200,False,gke-cost-analysis,gke-cost-analysis,skill_view terminal terminal terminal terminal kanban_complete,7,16661,270076,1427,172.52
fulldesc-grown,nodepool-no-scaleup,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,9867,385478,821,437.55
fulldesc-grown,nodepool-no-scaleup,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal kanban_heartbeat terminal terminal,10,17759,385478,2330,559.67
fulldesc-grown,nodepool-no-scaleup,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,17653,385808,1381,155.38
fulldesc-grown,pdb-probes,1,200,False,gke-reliability,gke-reliability,terminal terminal terminal terminal terminal terminal terminal terminal skill_view terminal,10,7871,385462,1975,73.96
fulldesc-grown,pdb-probes,2,200,False,gke-reliability,gke-reliability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,20235,385462,697,82.27
fulldesc-grown,pdb-probes,3,200,False,gke-reliability,gke-reliability,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,28880,385756,841,391.33
fulldesc-grown,pod-403-gcs,1,200,False,cluster-agent-lifecycle,cluster-agent-lifecycle,terminal terminal terminal terminal kanban_list tool_search tool_search skill_view terminal kanban_block,10,9548,385484,2034,263.84
fulldesc-grown,pod-403-gcs,2,200,False,gke-workload-identity,gke-workload-identity,terminal terminal terminal skill_view terminal terminal terminal terminal terminal terminal,10,39245,385484,871,75.08
fulldesc-grown,pod-403-gcs,3,200,False,gke-workload-identity,gke-workload-identity,skill_view terminal terminal terminal terminal terminal,7,31148,270098,1374,69.37
fulldesc-grown,pod-ip-exhaustion,1,200,False,,,tool_describe terminal terminal tool_call,5,2467,192779,3435,209.31
fulldesc-grown,pod-ip-exhaustion,2,200,False,,,tool_search tool_describe tool_call tool_search tool_describe terminal terminal tool_call tool_call terminal,10,22519,385474,902,408.73
fulldesc-grown,pod-ip-exhaustion,3,200,False,gke-networking,gke-networking,terminal skill_view tool_call terminal terminal terminal terminal,6,21493,231474,4247,74.1
fulldesc-grown,prometheus-alerts,1,200,False,gke-observability,gke-observability gke-alert-configuration gke-alert-configuration,terminal terminal terminal terminal terminal terminal skill_view skill_view skill_view terminal,10,25665,385462,3584,402.72
fulldesc-grown,prometheus-alerts,2,200,False,gke-alert-configuration,gke-alert-configuration gke-alert-configuration submit-suggestion,skill_view skill_view terminal process terminal process skill_view terminal process terminal,10,86827,385462,1238,108.79
fulldesc-grown,prometheus-alerts,3,200,False,gke-alert-configuration,gke-alert-configuration gke-alert-configuration gke-alert-configuration,terminal tool_search terminal terminal terminal terminal terminal skill_view skill_view skill_view,10,18965,385792,1097,193.8
fulldesc-grown,pvc-pending,1,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,6687,385496,1731,826.79
fulldesc-grown,pvc-pending,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal,9,5239,346957,2155,151.3
fulldesc-grown,pvc-pending,3,200,False,,,terminal terminal terminal terminal terminal,6,4396,231538,1681,79.54
fulldesc-grown,tpu-vbar,1,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,22126,385470,1344,92.49
fulldesc-grown,tpu-vbar,2,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view tool_search tool_search terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,27710,385430,1868,72.47
fulldesc-grown,tpu-vbar,3,200,False,gke-ai-troubleshooting-tpu-vbar-oom,gke-ai-troubleshooting-tpu-vbar-oom,skill_view terminal terminal terminal terminal terminal terminal terminal tool_search terminal,10,22746,385800,996,236.48
fulldesc-grown,upgrade-plan,1,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,62524,385433,1651,190.16
fulldesc-grown,upgrade-plan,2,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,51749,385476,1446,136.02
fulldesc-grown,upgrade-plan,3,200,False,gke-upgrades,gke-upgrades,skill_view terminal terminal terminal terminal terminal terminal terminal terminal,10,52852,385806,3803,98.04
fulldesc-grown,vllm-l4,1,200,False,,,terminal terminal terminal tool_search terminal tool_describe tool_describe terminal terminal terminal,10,9638,385472,1715,156.14
fulldesc-grown,vllm-l4,2,200,False,gke-inference,gke-inference gke-manifest-generation,terminal skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,66411,385431,1830,127.94
fulldesc-grown,vllm-l4,3,200,False,gke-inference,gke-inference,skill_view terminal terminal terminal terminal terminal terminal terminal,9,28838,347230,1654,302.44
scoped-all-grown,control-capabilities,1,200,False,,,,1,0,29523,1031,12.82
scoped-all-grown,control-capabilities,2,200,False,,,,1,0,29523,1478,13.15
scoped-all-grown,control-capabilities,3,200,False,,,,1,0,29535,1021,12.79
scoped-all-grown,control-list-nodes,1,200,False,,,terminal,2,217,59432,810,13.23
scoped-all-grown,control-list-nodes,2,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal,9,12181,261445,696,43.16
scoped-all-grown,control-list-nodes,3,200,False,,,terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,22344,290304,1225,100.39
scoped-all-grown,crashloop,1,200,False,gke-workload-troubleshooting,gke-workload-troubleshooting,skill_view terminal terminal terminal terminal kanban_heartbeat terminal terminal terminal terminal terminal terminal terminal,10,38750,289760,921,94.69
scoped-all-grown,crashloop,2,200,False,gke-workload-troubleshooting,gke-workload-troubleshooting,skill_view terminal terminal terminal kanban_heartbeat terminal terminal terminal terminal terminal,10,50139,289760,1451,202.21
scoped-all-grown,crashloop,3,200,False,gke-workload-troubleshooting,gke-workload-troubleshooting,skill_view terminal terminal terminal terminal terminal terminal kanban_complete terminal terminal,10,38574,289760,1003,74.19
scoped-all-grown,cut-the-bill,1,200,False,gke-cost-optimization,gke-cost-optimization gke-cost-analysis,skill_view skill_view terminal terminal terminal terminal terminal terminal kanban_complete terminal terminal kanban_complete,10,83618,288684,2021,147.39
scoped-all-grown,cut-the-bill,2,200,False,gke-cost-optimization,gke-cost-optimization,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,49188,288684,1030,140.67
scoped-all-grown,cut-the-bill,3,200,False,gke-cost-optimization,gke-cost-optimization gke-cost-analysis,skill_view skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,59089,288804,1764,96.53
scoped-all-grown,daily-backups,1,200,False,gke-backup-dr,gke-backup-dr,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,18364,289090,1235,80.16
scoped-all-grown,daily-backups,2,200,False,gke-backup-dr,gke-backup-dr,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,31337,288330,2034,83.04
scoped-all-grown,daily-backups,3,200,False,gke-backup-dr,gke-backup-dr submit-suggestion,skill_view terminal terminal terminal terminal skill_view terminal terminal terminal terminal,10,32323,289210,1709,80.63
scoped-all-grown,fleet-behind-channel,1,200,False,,,terminal terminal terminal terminal terminal,6,7519,174666,2047,81.31
scoped-all-grown,fleet-behind-channel,2,200,False,fleet-upgrade-verification,fleet-upgrade-verification,skill_view terminal terminal terminal terminal terminal terminal,8,99701,232384,2010,153.61
scoped-all-grown,fleet-behind-channel,3,200,False,,,terminal,2,1190,59254,1118,23.14
scoped-all-grown,gitops-pr,1,200,False,submit-suggestion,submit-suggestion,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,53421,275172,1032,80.8
scoped-all-grown,gitops-pr,2,200,False,submit-suggestion,submit-suggestion,kanban_create terminal skill_view terminal terminal terminal terminal terminal terminal terminal,10,37273,275824,2345,66.48
scoped-all-grown,gitops-pr,3,200,False,submit-suggestion,submit-suggestion,terminal skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,40476,275824,1986,95.44
scoped-all-grown,harden-cluster,1,200,False,gke-platform-security,gke-platform-security,skill_view terminal tool_search terminal terminal terminal terminal terminal terminal terminal kanban_heartbeat terminal terminal,10,50791,288935,1642,89.68
scoped-all-grown,harden-cluster,2,200,False,gke-platform-security,gke-platform-security,skill_view terminal terminal terminal terminal terminal terminal search_files search_files search_files,10,40279,289990,3545,81.53
scoped-all-grown,harden-cluster,3,200,False,gke-platform-security,gke-platform-security,skill_view terminal terminal terminal terminal terminal terminal terminal terminal terminal,10,35048,290110,3011,153.26
